N,log_2(N),Sorted,Balanced,Scrambled #0,Scrambled #1,Scrambled #2,Scrambled #3,Scrambled #4
16257,13.989,16257,14,34,34,34,33,33
16258,13.989,16258,14,34,34,34,33,33
16259,13.989,16259,14,34,34,34,33,33
16260,13.989,16260,14,34,34,34,33,33
16261,13.989,16261,14,34,34,34,33,33
16262,13.989,16262,14,34,34,34,33,33
16263,13.989,16263,14,34,34,34,33,33
16264,13.989,16264,14,34,34,34,33,33
16265,13.989,16265,14,34,34,34,33,33
16266,13.990,16266,14,34,34,34,33,33
16267,13.990,16267,14,34,34,34,33,33
16268,13.990,16268,14,34,34,34,33,33
16269,13.990,16269,14,34,34,34,33,33
16270,13.990,16270,14,34,34,34,33,33
16271,13.990,16271,14,34,34,34,33,33
16272,13.990,16272,14,34,34,34,33,33
16273,13.990,16273,14,34,34,34,33,33
16274,13.990,16274,14,34,34,34,33,33
16275,13.990,16275,14,34,34,34,33,33
16276,13.990,16276,14,34,34,34,33,33
16277,13.991,16277,14,34,34,34,33,33
16278,13.991,16278,14,34,34,34,33,33
16279,13.991,16279,14,34,34,34,33,33
16280,13.991,16280,14,34,34,34,33,33
16281,13.991,16281,14,34,34,34,33,33
16282,13.991,16282,14,34,34,34,33,33
16283,13.991,16283,14,34,34,34,33,33
16284,13.991,16284,14,34,34,34,33,33
16285,13.991,16285,14,34,34,34,33,33
16286,13.991,16286,14,34,34,34,33,33
16287,13.991,16287,14,34,34,34,33,33
16288,13.992,16288,14,34,34,34,33,33
16289,13.992,16289,14,34,34,34,33,33
16290,13.992,16290,14,34,34,34,33,33
16291,13.992,16291,14,34,34,34,33,33
16292,13.992,16292,14,34,34,34,33,33
16293,13.992,16293,14,34,34,34,33,33
16294,13.992,16294,14,34,34,34,33,33
16295,13.992,16295,14,34,34,34,33,33
16296,13.992,16296,14,34,34,34,33,33
16297,13.992,16297,14,34,34,34,33,33
16298,13.992,16298,14,34,34,34,33,33
16299,13.992,16299,14,34,34,34,33,33
16300,13.993,16300,14,34,34,34,33,33
16301,13.993,16301,14,34,34,34,33,33
16302,13.993,16302,14,34,34,34,33,33
16303,13.993,16303,14,34,34,34,33,33
16304,13.993,16304,14,34,34,34,33,33
16305,13.993,16305,14,34,34,34,33,33
16306,13.993,16306,14,34,34,34,33,33
16307,13.993,16307,14,34,34,34,33,33
16308,13.993,16308,14,34,34,34,33,33
16309,13.993,16309,14,34,34,34,33,33
16310,13.993,16310,14,34,34,34,33,33
16311,13.994,16311,14,34,34,34,33,33
16312,13.994,16312,14,34,34,34,33,33
16313,13.994,16313,14,34,34,34,33,33
16314,13.994,16314,14,34,34,34,33,33
16315,13.994,16315,14,34,34,34,33,33
16316,13.994,16316,14,34,34,34,33,33
16317,13.994,16317,14,34,34,34,33,33
16318,13.994,16318,14,34,34,34,33,33
16319,13.994,16319,14,34,34,34,33,33
16320,13.994,16320,14,34,34,34,33,33
16321,13.994,16321,14,34,34,34,33,33
16322,13.995,16322,14,34,34,34,33,33
16323,13.995,16323,14,34,34,34,33,33
16324,13.995,16324,14,34,34,34,33,33
16325,13.995,16325,14,34,34,34,33,33
16326,13.995,16326,14,34,34,34,33,33
16327,13.995,16327,14,34,34,34,33,33
16328,13.995,16328,14,34,34,34,33,33
16329,13.995,16329,14,34,34,34,33,33
16330,13.995,16330,14,34,34,34,33,33
16331,13.995,16331,14,34,34,34,33,33
16332,13.995,16332,14,34,34,34,33,33
16333,13.996,16333,14,34,34,34,33,33
16334,13.996,16334,14,34,34,34,33,33
16335,13.996,16335,14,34,34,34,33,33
16336,13.996,16336,14,34,34,34,33,33
16337,13.996,16337,14,34,34,34,33,33
16338,13.996,16338,14,34,34,34,33,33
16339,13.996,16339,14,34,34,34,33,33
16340,13.996,16340,14,34,34,34,33,33
16341,13.996,16341,14,34,34,34,33,33
16342,13.996,16342,14,34,34,34,33,33
16343,13.996,16343,14,34,34,34,33,33
16344,13.996,16344,14,34,34,34,33,33
16345,13.997,16345,14,34,34,34,33,33
16346,13.997,16346,14,34,34,34,33,33
16347,13.997,16347,14,34,34,34,33,33
16348,13.997,16348,14,34,34,34,33,33
16349,13.997,16349,14,34,34,34,33,33
16350,13.997,16350,14,34,34,34,33,33
16351,13.997,16351,14,34,34,34,33,33
16352,13.997,16352,14,34,34,34,33,33
16353,13.997,16353,14,34,34,34,33,33
16354,13.997,16354,14,34,34,34,33,33
16355,13.997,16355,14,34,34,34,33,33
16356,13.998,16356,14,34,34,34,33,33
16357,13.998,16357,14,34,34,34,33,33
16358,13.998,16358,14,34,34,34,33,33
16359,13.998,16359,14,34,34,34,33,33
16360,13.998,16360,14,34,34,34,33,33
16361,13.998,16361,14,34,34,34,33,33
16362,13.998,16362,14,34,34,34,33,33
16363,13.998,16363,14,34,34,34,33,33
16364,13.998,16364,14,34,34,34,33,33
16365,13.998,16365,14,34,34,34,33,33
16366,13.998,16366,14,34,34,34,33,33
16367,13.999,16367,14,34,34,34,33,33
16368,13.999,16368,14,34,34,34,33,33
16369,13.999,16369,14,34,34,34,33,33
16370,13.999,16370,14,34,34,34,33,33
16371,13.999,16371,14,34,34,34,33,33
16372,13.999,16372,14,34,34,34,33,33
16373,13.999,16373,14,34,34,34,33,33
16374,13.999,16374,14,34,34,34,33,33
16375,13.999,16375,14,34,34,34,33,33
16376,13.999,16376,14,34,34,34,33,33
16377,13.999,16377,14,34,34,34,33,33
16378,13.999,16378,14,34,34,34,33,33
16379,14.000,16379,14,34,34,34,33,33
16380,14.000,16380,14,34,34,34,33,33
16381,14.000,16381,14,34,34,34,33,33
16382,14.000,16382,14,34,34,34,33,33
16383,14.000,16383,14,34,34,34,33,33
16384,14.000,16384,15,34,34,34,33,33
16385,14.000,16385,15,34,34,34,33,33
16386,14.000,16386,15,34,34,34,33,33
16387,14.000,16387,15,34,34,34,33,33
16388,14.000,16388,15,34,34,34,33,33
16389,14.000,16389,15,34,34,34,33,33
16390,14.001,16390,15,34,34,34,33,33
16391,14.001,16391,15,34,34,34,33,33
16392,14.001,16392,15,34,34,34,33,33
16393,14.001,16393,15,34,34,34,33,33
16394,14.001,16394,15,34,34,34,33,33
16395,14.001,16395,15,34,34,34,33,33
16396,14.001,16396,15,34,34,34,33,33
16397,14.001,16397,15,34,34,34,33,33
16398,14.001,16398,15,34,34,34,33,33
16399,14.001,16399,15,34,34,34,33,33
16400,14.001,16400,15,34,34,34,33,33
16401,14.001,16401,15,34,34,34,33,33
16402,14.002,16402,15,34,34,34,33,33
16403,14.002,16403,15,34,34,34,33,33
16404,14.002,16404,15,34,34,34,33,33
16405,14.002,16405,15,34,34,34,33,33
16406,14.002,16406,15,34,34,34,33,33
16407,14.002,16407,15,34,34,34,33,33
16408,14.002,16408,15,34,34,34,33,33
16409,14.002,16409,15,34,34,34,33,33
16410,14.002,16410,15,34,34,34,33,33
16411,14.002,16411,15,34,34,34,33,33
16412,14.002,16412,15,34,34,34,33,33
16413,14.003,16413,15,34,34,34,33,33
16414,14.003,16414,15,34,34,34,33,33
16415,14.003,16415,15,34,34,34,33,33
16416,14.003,16416,15,34,34,34,33,33
16417,14.003,16417,15,34,34,34,33,33
16418,14.003,16418,15,34,34,34,33,33
16419,14.003,16419,15,34,34,34,33,33
16420,14.003,16420,15,34,34,34,33,33
16421,14.003,16421,15,34,34,34,33,33
16422,14.003,16422,15,34,34,34,33,33
16423,14.003,16423,15,34,34,34,33,33
16424,14.004,16424,15,34,34,34,33,33
16425,14.004,16425,15,34,34,34,33,33
16426,14.004,16426,15,34,34,34,33,33
16427,14.004,16427,15,34,34,34,33,33
16428,14.004,16428,15,34,34,34,33,33
16429,14.004,16429,15,34,34,34,33,33
16430,14.004,16430,15,34,34,34,33,33
16431,14.004,16431,15,34,34,34,33,33
16432,14.004,16432,15,34,34,34,33,33
16433,14.004,16433,15,34,34,34,33,33
16434,14.004,16434,15,34,34,34,33,33
16435,14.004,16435,15,34,34,34,33,33
16436,14.005,16436,15,34,34,34,33,33
16437,14.005,16437,15,34,34,34,33,33
16438,14.005,16438,15,34,34,34,33,33
16439,14.005,16439,15,34,34,34,33,33
16440,14.005,16440,15,34,34,34,33,33
16441,14.005,16441,15,34,34,34,33,33
16442,14.005,16442,15,34,34,34,33,33
16443,14.005,16443,15,34,34,34,33,33
16444,14.005,16444,15,34,34,34,33,33
16445,14.005,16445,15,34,34,34,33,33
16446,14.005,16446,15,34,34,34,33,33
16447,14.006,16447,15,34,34,34,33,33
16448,14.006,16448,15,34,34,34,33,33
16449,14.006,16449,15,34,34,34,33,33
16450,14.006,16450,15,34,34,34,33,33
16451,14.006,16451,15,34,34,34,33,33
16452,14.006,16452,15,34,34,34,33,33
16453,14.006,16453,15,34,34,34,33,33
16454,14.006,16454,15,34,34,34,33,33
16455,14.006,16455,15,34,34,34,33,33
16456,14.006,16456,15,34,34,34,33,33
16457,14.006,16457,15,34,34,34,33,33
16458,14.007,16458,15,34,34,34,33,33
16459,14.007,16459,15,34,34,34,33,33
16460,14.007,16460,15,34,34,34,33,33
16461,14.007,16461,15,34,34,34,33,33
16462,14.007,16462,15,34,34,34,33,33
16463,14.007,16463,15,34,34,34,33,33
16464,14.007,16464,15,34,34,34,33,33
16465,14.007,16465,15,34,34,34,33,33
16466,14.007,16466,15,34,34,34,33,33
16467,14.007,16467,15,34,34,34,33,33
16468,14.007,16468,15,34,34,34,33,33
16469,14.007,16469,15,34,34,34,33,33
16470,14.008,16470,15,34,34,34,33,33
16471,14.008,16471,15,34,34,34,33,33
16472,14.008,16472,15,34,34,34,33,33
16473,14.008,16473,15,34,34,34,33,33
16474,14.008,16474,15,34,34,34,33,33
16475,14.008,16475,15,34,34,34,33,33
16476,14.008,16476,15,34,34,34,33,33
16477,14.008,16477,15,34,34,34,33,33
16478,14.008,16478,15,34,34,34,33,33
16479,14.008,16479,15,34,34,34,33,33
16480,14.008,16480,15,34,34,34,33,33
16481,14.009,16481,15,34,34,34,33,33
16482,14.009,16482,15,34,34,34,33,33
16483,14.009,16483,15,34,34,34,33,33
16484,14.009,16484,15,34,34,34,33,33
16485,14.009,16485,15,34,34,34,33,33
16486,14.009,16486,15,34,34,34,33,33
16487,14.009,16487,15,34,34,34,33,33
16488,14.009,16488,15,34,34,34,33,33
16489,14.009,16489,15,34,34,34,33,33
16490,14.009,16490,15,34,34,34,33,33
16491,14.009,16491,15,34,34,34,33,33
16492,14.009,16492,15,34,34,34,33,33
16493,14.010,16493,15,34,34,34,33,33
16494,14.010,16494,15,34,34,34,33,33
16495,14.010,16495,15,34,34,34,33,33
16496,14.010,16496,15,34,34,34,33,33
16497,14.010,16497,15,34,34,34,33,33
16498,14.010,16498,15,34,34,34,33,33
16499,14.010,16499,15,34,34,34,33,33
16500,14.010,16500,15,34,34,34,33,33
16501,14.010,16501,15,34,34,34,33,33
16502,14.010,16502,15,34,34,34,33,33
16503,14.010,16503,15,34,34,34,33,33
16504,14.011,16504,15,34,34,34,33,33
16505,14.011,16505,15,34,34,34,33,33
16506,14.011,16506,15,34,34,34,33,33
16507,14.011,16507,15,34,34,34,33,33
16508,14.011,16508,15,34,34,34,33,33
16509,14.011,16509,15,34,34,34,33,33
16510,14.011,16510,15,34,34,34,33,33
16511,14.011,16511,15,34,34,34,33,33
16512,14.011,16512,15,34,34,34,33,33
16513,14.011,16513,15,34,34,34,33,33
16514,14.011,16514,15,34,34,34,33,33
16515,14.011,16515,15,34,34,34,33,33
16516,14.012,16516,15,34,34,34,33,33
16517,14.012,16517,15,34,34,34,33,33
16518,14.012,16518,15,34,34,34,33,33
16519,14.012,16519,15,34,34,34,33,33
16520,14.012,16520,15,34,34,34,33,33
16521,14.012,16521,15,34,34,34,33,33
16522,14.012,16522,15,34,34,34,33,33
16523,14.012,16523,15,34,34,34,33,33
16524,14.012,16524,15,34,34,34,33,33
16525,14.012,16525,15,34,34,34,33,33
16526,14.012,16526,15,34,34,34,33,33
16527,14.013,16527,15,34,34,34,33,33
16528,14.013,16528,15,34,34,34,33,33
16529,14.013,16529,15,34,34,34,33,33
16530,14.013,16530,15,34,34,34,33,33
16531,14.013,16531,15,34,34,34,33,33
16532,14.013,16532,15,34,34,34,33,33
16533,14.013,16533,15,34,34,34,33,33
16534,14.013,16534,15,34,34,34,33,33
16535,14.013,16535,15,34,34,34,33,33
16536,14.013,16536,15,34,34,34,33,33
16537,14.013,16537,15,34,34,34,33,33
16538,14.013,16538,15,34,34,34,33,33
16539,14.014,16539,15,34,34,34,33,33
16540,14.014,16540,15,34,34,34,33,33
16541,14.014,16541,15,34,34,34,33,33
16542,14.014,16542,15,34,34,34,33,33
16543,14.014,16543,15,34,34,34,33,33
16544,14.014,16544,15,34,34,34,33,33
16545,14.014,16545,15,34,34,34,33,33
16546,14.014,16546,15,34,34,34,33,33
16547,14.014,16547,15,34,34,34,33,33
16548,14.014,16548,15,34,34,34,33,33
16549,14.014,16549,15,34,34,34,33,33
16550,14.015,16550,15,34,34,34,33,33
16551,14.015,16551,15,34,34,34,33,33
16552,14.015,16552,15,34,34,34,33,33
16553,14.015,16553,15,34,34,34,33,33
16554,14.015,16554,15,34,34,34,33,33
16555,14.015,16555,15,34,34,34,33,33
16556,14.015,16556,15,34,34,34,33,33
16557,14.015,16557,15,34,34,34,33,33
16558,14.015,16558,15,34,34,34,33,33
16559,14.015,16559,15,34,34,34,33,33
16560,14.015,16560,15,34,34,34,33,33
16561,14.016,16561,15,34,34,34,33,33
16562,14.016,16562,15,34,34,34,33,33
16563,14.016,16563,15,34,34,34,33,33
16564,14.016,16564,15,34,34,34,33,33
16565,14.016,16565,15,34,34,34,33,33
16566,14.016,16566,15,34,34,34,33,33
16567,14.016,16567,15,34,34,34,33,33
16568,14.016,16568,15,34,34,34,33,33
16569,14.016,16569,15,34,34,34,33,33
16570,14.016,16570,15,34,34,34,33,33
16571,14.016,16571,15,34,34,34,33,33
16572,14.016,16572,15,34,34,34,33,33
16573,14.017,16573,15,34,34,34,33,33
16574,14.017,16574,15,34,34,34,33,33
16575,14.017,16575,15,34,34,34,33,33
16576,14.017,16576,15,34,34,34,33,33
16577,14.017,16577,15,34,34,34,33,33
16578,14.017,16578,15,34,34,34,33,33
16579,14.017,16579,15,34,34,34,33,33
16580,14.017,16580,15,34,34,34,33,33
16581,14.017,16581,15,34,34,34,33,33
16582,14.017,16582,15,34,34,34,33,33
16583,14.017,16583,15,34,34,34,33,33
16584,14.018,16584,15,34,34,34,33,33
16585,14.018,16585,15,34,34,34,33,33
16586,14.018,16586,15,34,34,34,33,33
16587,14.018,16587,15,34,34,34,33,33
16588,14.018,16588,15,34,34,34,33,33
16589,14.018,16589,15,34,34,34,33,33
16590,14.018,16590,15,34,34,34,33,33
16591,14.018,16591,15,34,34,34,33,33
16592,14.018,16592,15,34,34,34,33,33
16593,14.018,16593,15,34,34,34,33,33
16594,14.018,16594,15,34,34,34,33,33
16595,14.018,16595,15,34,34,34,33,33
16596,14.019,16596,15,34,34,34,33,33
16597,14.019,16597,15,34,34,34,33,33
16598,14.019,16598,15,34,34,34,33,33
16599,14.019,16599,15,34,34,34,33,33
16600,14.019,16600,15,34,34,34,33,33
16601,14.019,16601,15,34,34,34,33,33
16602,14.019,16602,15,34,34,34,33,33
16603,14.019,16603,15,34,34,34,33,33
16604,14.019,16604,15,34,34,34,33,33
16605,14.019,16605,15,34,34,34,33,33
16606,14.019,16606,15,34,34,34,33,33
16607,14.020,16607,15,34,34,34,33,33
16608,14.020,16608,15,34,34,34,33,33
16609,14.020,16609,15,34,34,34,33,33
16610,14.020,16610,15,34,34,34,33,33
16611,14.020,16611,15,34,34,34,33,33
16612,14.020,16612,15,34,34,34,33,33
16613,14.020,16613,15,34,34,34,33,33
16614,14.020,16614,15,34,34,34,33,33
16615,14.020,16615,15,34,34,34,33,33
16616,14.020,16616,15,34,34,34,33,33
16617,14.020,16617,15,34,34,34,33,33
16618,14.020,16618,15,34,34,34,33,33
16619,14.021,16619,15,34,34,34,33,33
16620,14.021,16620,15,34,34,34,33,33
16621,14.021,16621,15,34,34,34,33,33
16622,14.021,16622,15,34,34,34,33,33
16623,14.021,16623,15,34,34,34,33,33
16624,14.021,16624,15,34,34,34,33,33
16625,14.021,16625,15,34,34,34,33,33
16626,14.021,16626,15,34,34,34,33,33
16627,14.021,16627,15,34,34,34,33,33
16628,14.021,16628,15,34,34,34,33,33
16629,14.021,16629,15,34,34,34,33,33
16630,14.022,16630,15,34,34,34,33,33
16631,14.022,16631,15,34,34,34,33,33
16632,14.022,16632,15,34,34,34,33,33
16633,14.022,16633,15,34,34,34,33,33
16634,14.022,16634,15,34,34,34,33,33
16635,14.022,16635,15,34,34,34,33,33
16636,14.022,16636,15,34,34,34,33,33
16637,14.022,16637,15,34,34,34,33,33
16638,14.022,16638,15,34,34,34,33,33
16639,14.022,16639,15,34,34,34,33,33
16640,14.022,16640,15,34,34,34,33,33
16641,14.022,16641,15,34,34,34,33,33
16642,14.023,16642,15,34,34,34,33,33
16643,14.023,16643,15,34,34,34,33,33
16644,14.023,16644,15,34,34,34,33,33
16645,14.023,16645,15,34,34,34,33,33
16646,14.023,16646,15,34,34,34,33,33
16647,14.023,16647,15,34,34,34,33,33
16648,14.023,16648,15,34,34,34,33,33
16649,14.023,16649,15,34,34,34,33,33
16650,14.023,16650,15,34,34,34,33,33
16651,14.023,16651,15,34,34,34,33,33
16652,14.023,16652,15,34,34,34,33,33
16653,14.023,16653,15,34,34,34,33,33
16654,14.024,16654,15,34,34,34,33,33
16655,14.024,16655,15,34,34,34,33,33
16656,14.024,16656,15,34,34,34,33,33
16657,14.024,16657,15,34,34,34,33,33
16658,14.024,16658,15,34,34,34,33,33
16659,14.024,16659,15,34,34,34,33,33
16660,14.024,16660,15,34,34,34,33,33
16661,14.024,16661,15,34,34,34,33,33
16662,14.024,16662,15,34,34,34,33,33
16663,14.024,16663,15,34,34,34,33,33
16664,14.024,16664,15,34,34,34,33,33
16665,14.025,16665,15,34,34,34,33,33
16666,14.025,16666,15,34,34,34,33,33
16667,14.025,16667,15,34,34,34,33,33
16668,14.025,16668,15,34,34,34,33,33
16669,14.025,16669,15,34,34,34,33,33
16670,14.025,16670,15,34,34,34,33,33
16671,14.025,16671,15,34,34,34,33,33
16672,14.025,16672,15,34,34,34,33,33
16673,14.025,16673,15,34,34,34,33,33
16674,14.025,16674,15,34,34,34,33,33
16675,14.025,16675,15,34,34,34,33,33
16676,14.025,16676,15,34,34,34,33,33
16677,14.026,16677,15,34,34,34,33,33
16678,14.026,16678,15,34,34,34,33,33
16679,14.026,16679,15,34,34,34,33,33
16680,14.026,16680,15,34,34,34,33,33
16681,14.026,16681,15,34,34,34,33,33
16682,14.026,16682,15,34,34,34,33,33
16683,14.026,16683,15,34,34,34,33,33
16684,14.026,16684,15,34,34,34,33,33
16685,14.026,16685,15,34,34,34,33,33
16686,14.026,16686,15,34,34,34,33,33
16687,14.026,16687,15,34,34,34,33,33
16688,14.027,16688,15,34,34,34,33,33
16689,14.027,16689,15,34,34,34,33,33
16690,14.027,16690,15,34,34,34,33,33
16691,14.027,16691,15,34,34,34,33,33
16692,14.027,16692,15,34,34,34,33,33
16693,14.027,16693,15,34,34,34,33,33
16694,14.027,16694,15,34,34,34,33,33
16695,14.027,16695,15,34,34,34,33,33
16696,14.027,16696,15,34,34,34,33,33
16697,14.027,16697,15,34,34,34,33,33
16698,14.027,16698,15,34,34,34,33,33
16699,14.027,16699,15,34,34,34,33,33
16700,14.028,16700,15,34,34,34,33,33
16701,14.028,16701,15,34,34,34,33,33
16702,14.028,16702,15,34,34,34,33,33
16703,14.028,16703,15,34,34,34,33,33
16704,14.028,16704,15,34,34,34,33,33
16705,14.028,16705,15,34,34,34,33,33
16706,14.028,16706,15,34,34,34,33,33
16707,14.028,16707,15,34,34,34,33,33
16708,14.028,16708,15,34,34,34,33,33
16709,14.028,16709,15,34,34,34,33,33
16710,14.028,16710,15,34,34,34,33,33
16711,14.029,16711,15,34,34,34,33,33
16712,14.029,16712,15,34,34,34,33,33
16713,14.029,16713,15,34,34,34,33,33
16714,14.029,16714,15,34,34,34,33,33
16715,14.029,16715,15,34,34,34,33,33
16716,14.029,16716,15,34,34,34,33,33
16717,14.029,16717,15,34,34,34,33,33
16718,14.029,16718,15,34,34,34,33,33
16719,14.029,16719,15,34,34,34,33,33
16720,14.029,16720,15,34,34,34,33,33
16721,14.029,16721,15,34,34,34,33,33
16722,14.029,16722,15,34,34,34,33,33
16723,14.030,16723,15,34,34,34,33,33
16724,14.030,16724,15,34,34,34,33,33
16725,14.030,16725,15,34,34,34,33,33
16726,14.030,16726,15,34,34,34,33,33
16727,14.030,16727,15,34,34,34,33,33
16728,14.030,16728,15,34,34,34,33,33
16729,14.030,16729,15,34,34,34,33,33
16730,14.030,16730,15,34,34,34,33,33
16731,14.030,16731,15,34,34,34,33,33
16732,14.030,16732,15,34,34,34,33,33
16733,14.030,16733,15,34,34,34,33,33
16734,14.030,16734,15,34,34,34,33,33
16735,14.031,16735,15,34,34,34,33,33
16736,14.031,16736,15,34,34,34,33,33
16737,14.031,16737,15,34,34,34,33,33
16738,14.031,16738,15,34,34,34,33,33
16739,14.031,16739,15,34,34,34,33,33
16740,14.031,16740,15,34,34,34,33,33
16741,14.031,16741,15,34,34,34,33,33
16742,14.031,16742,15,34,34,34,33,33
16743,14.031,16743,15,34,34,34,33,33
16744,14.031,16744,15,34,34,34,33,33
16745,14.031,16745,15,34,34,34,33,33
16746,14.032,16746,15,34,34,34,33,33
16747,14.032,16747,15,34,34,34,33,33
16748,14.032,16748,15,34,34,34,33,33
16749,14.032,16749,15,34,34,34,33,33
16750,14.032,16750,15,34,34,34,33,33
16751,14.032,16751,15,34,34,34,33,33
16752,14.032,16752,15,34,34,34,33,33
16753,14.032,16753,15,34,34,34,33,33
16754,14.032,16754,15,34,34,34,33,33
16755,14.032,16755,15,34,34,34,33,33
16756,14.032,16756,15,34,34,34,33,33
16757,14.032,16757,15,34,34,34,33,33
16758,14.033,16758,15,34,34,34,33,33
16759,14.033,16759,15,34,34,34,33,33
16760,14.033,16760,15,34,34,34,33,33
16761,14.033,16761,15,34,34,34,33,33
16762,14.033,16762,15,34,34,34,33,33
16763,14.033,16763,15,34,34,34,33,33
16764,14.033,16764,15,34,34,34,33,33
16765,14.033,16765,15,34,34,34,33,33
16766,14.033,16766,15,34,34,34,33,33
16767,14.033,16767,15,34,34,34,33,33
16768,14.033,16768,15,34,34,34,33,33
16769,14.034,16769,15,34,34,34,33,33
16770,14.034,16770,15,34,34,34,33,33
16771,14.034,16771,15,34,34,34,33,33
16772,14.034,16772,15,34,34,34,33,33
16773,14.034,16773,15,34,34,34,33,33
16774,14.034,16774,15,34,34,34,33,33
16775,14.034,16775,15,34,34,34,33,33
16776,14.034,16776,15,34,34,34,33,33
16777,14.034,16777,15,34,34,34,33,33
16778,14.034,16778,15,34,34,34,33,33
16779,14.034,16779,15,34,34,34,33,33
16780,14.034,16780,15,34,34,34,33,33
16781,14.035,16781,15,34,34,34,33,33
16782,14.035,16782,15,34,34,34,33,33
16783,14.035,16783,15,34,34,34,33,33
16784,14.035,16784,15,34,34,34,33,33
16785,14.035,16785,15,34,34,34,33,33
16786,14.035,16786,15,34,34,34,33,33
16787,14.035,16787,15,34,34,34,33,33
16788,14.035,16788,15,34,34,34,33,33
16789,14.035,16789,15,34,34,34,33,33
16790,14.035,16790,15,34,34,34,33,33
16791,14.035,16791,15,34,34,34,33,33
16792,14.035,16792,15,34,34,34,33,33
16793,14.036,16793,15,34,34,34,33,33
16794,14.036,16794,15,34,34,34,33,33
16795,14.036,16795,15,34,34,34,33,33
16796,14.036,16796,15,34,34,34,33,33
16797,14.036,16797,15,34,34,34,33,33
16798,14.036,16798,15,34,34,34,33,33
16799,14.036,16799,15,34,34,34,33,33
16800,14.036,16800,15,34,34,34,33,33
16801,14.036,16801,15,34,34,34,33,33
16802,14.036,16802,15,34,34,34,33,33
16803,14.036,16803,15,34,34,34,33,33
16804,14.037,16804,15,34,34,34,33,33
16805,14.037,16805,15,34,34,34,33,33
16806,14.037,16806,15,34,34,34,33,33
16807,14.037,16807,15,34,34,34,33,33
16808,14.037,16808,15,34,34,34,33,33
16809,14.037,16809,15,34,34,34,33,33
16810,14.037,16810,15,34,34,34,33,33
16811,14.037,16811,15,34,34,34,33,33
16812,14.037,16812,15,34,34,34,33,33
16813,14.037,16813,15,34,34,34,33,33
16814,14.037,16814,15,34,34,34,33,33
16815,14.037,16815,15,34,34,34,33,33
16816,14.038,16816,15,34,34,34,33,33
16817,14.038,16817,15,34,34,34,33,33
16818,14.038,16818,15,34,34,34,33,33
16819,14.038,16819,15,34,34,34,33,33
16820,14.038,16820,15,34,34,34,33,33
16821,14.038,16821,15,34,34,34,33,33
16822,14.038,16822,15,34,34,34,33,33
16823,14.038,16823,15,34,34,34,33,33
16824,14.038,16824,15,34,34,34,33,33
16825,14.038,16825,15,34,34,34,33,33
16826,14.038,16826,15,34,34,34,33,33
16827,14.038,16827,15,34,34,34,33,33
16828,14.039,16828,15,34,34,34,33,33
16829,14.039,16829,15,34,34,34,33,33
16830,14.039,16830,15,34,34,34,33,33
16831,14.039,16831,15,34,34,34,33,33
16832,14.039,16832,15,34,34,34,33,33
16833,14.039,16833,15,34,34,34,33,33
16834,14.039,16834,15,34,34,34,33,33
